Job Title,Location,Vacancy Type,Positions Available,Reference Number
Structural Steel and Welding Trades Workers,WERRIBEE VIC,P/T <35 hours,10,268656
Structural Steel and Welding Trades Workers,WALLSEND NSW,Casual,1,267921
Structural Steel and Welding Trades Workers,BIBRA LAKE WA,Casual,2,268054
Structural Steel and Welding Trades Workers,WEST GOSFORD NSW,Casual,1,267261
Structural Steel and Welding Trades Workers,WOODVILLE SOUTH SA,Casual,1,265826
Structural Steel and Welding Trades Workers,WHYALLA SA,Casual,,261309
Structural Steel Construction Workers,MELBOURNE VIC,Casual,5,269485
Structural Steel Construction Workers,MELBOURNE VIC,Casual,5,268424
Structural Steel Construction Workers,PORT AUGUSTA SA,Casual,20,267285
Survey Interviewers,HALLETT COVE SA,Casual,20,268337
Technicians and Trades Workers,WELSHPOOL WA,Casual,3,269358
Technicians and Trades Workers,MELBOURNE VIC,Casual,1,269175
Technicians and Trades Workers,ADELAIDE SA,Casual,1,269177
Technicians and Trades Workers,FAIRFIELD NSW,Casual,2,269178
Technicians and Trades Workers,WEBBERTON WA,F/T 35 hours+,1,268927
Technicians and Trades Workers,DRY CREEK SA,Casual,1,268934
Technicians and Trades Workers,WELSHPOOL WA,Casual,2,269012
Technicians and Trades Workers,MOUNT THORLEY NSW,Casual,5,269044
Technicians and Trades Workers,ADELAIDE SA,Casual,1,268662
Technicians and Trades Workers,WHYALLA SA,Casual,1,268429
Technicians and Trades Workers,VICTORIA PARK WA,Casual,5,267677
Telecommunications Trades Workers,GEELONG VIC,Casual,5,268805
Trades Assistant,PERTH WA,Casual,10,269463
Trades Assistant,PERTH WA,Casual,5,269464
Trades Assistant,MALAGA WA,Casual,1,265847
Trades Assistant,TELFER WA,Casual,2,269180
Trades Assistant,PERTH WA,Casual,5,269025
Trades Assistant,PERTH WA,Casual,5,269041
Trades Assistant,PERTH WA,Casual,5,266078
Trades Assistant,LANDSDALE WA,Casual,1,268629
Trades Assistant,VICTORIA PARK WA,Casual,2,266164
Trades Assistant,CANNING VALE WA,Casual,1,267356
Traffic Controller,PERTH WA,Casual,10,269466
Traffic Controller,PERTH WA,Casual,5,268514
Train and Tram Drivers,NEWCASTLE NSW,Casual,2,268490
Transport and Despatch Clerks,GERALDTON WA,Casual,3,268932
Truck Drivers,NARNGULU WA,Casual,2,268933
Truck Drivers,REGENCY PARK SA,Casual,1,269008
Truck Drivers,SOUTH PERTH WA,Casual,2,268667
Truck Drivers,MILE END SOUTH SA,Casual,1,268242
Truck Drivers,WHYALLA SA,Casual,3,268431
Truck Drivers,CAVAN SA,Casual,2,268332
Truck Drivers,WINGFIELD SA,Casual,1,267084
Truck Drivers,ADELAIDE SA,F/T 35 hours+,1,268226
Truck Drivers,REGENCY PARK SA,Casual,1,268228
Truck Drivers,MULGRAVE VIC,Casual,2,264912
Truck Drivers,HAMILTON NSW,Casual,1,268109
Truck Drivers,CANNING VALE WA,Casual,4,267065
Truck Drivers,WHYALLA SA,Casual,1,267788
Truck Drivers,LIPSON SA,Casual,,262215
Truck Drivers (General),PERTH WA,Casual,8,265252
Truck Drivers (General),CANNING VALE WA,Casual,5,269520
Truck Drivers (General),PERTH WA,Casual,5,269528
Truck Drivers (General),TELFER WA,Casual,1,269181
Truck Drivers (General),PERTH WA,Casual,1,268507
Vehicle Painters,WINGFIELD SA,Casual,1,266735
Waiter,HAMILTON NSW,Casual,3,268782
Waiters,PORT ADELAIDE SA,Casual,1,267930
Waiters,WHYALLA SA,Casual,1,267872
Waiters,WOODSIDE SA,Casual,1,267171
Waitress,NEATH NSW,Casual,1,268227
Wall and Floor Tilers,NEWTOWN VIC,Casual,1,268806
Warehouse Assistant,DERRIMUT VIC,P/T <35 hours,10,268632
Warehouse Assistant,GEPPS CROSS SA,Casual,1,263573
Welder,HENDERSON WA,Casual,5,268637
Welder,KELMSCOTT WA ,Casual,1,268551
Welder,BURTON SA,F/T 35 hours+,1,267670
Welfare Support Workers,SALISBURY NORTH SA,Casual,2,263785
